"ts|uid|id.orig_h|id.orig_p|id.resp_h|id.resp_p|proto|service|duration|orig_bytes|resp_bytes|conn_state|local_orig|local_resp|missed_bytes|history|orig_pkts|orig_ip_bytes|resp_pkts|resp_ip_bytes|tunnel_parents|label|detailed-label"
"1525879848.005645|C3bwvv1Ip6nWjwapC7|192.168.100.103|43763|211.23.5.111|43289|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879903.015890|CSF72w2WCP60iDVR32|192.168.100.103|37151|211.169.31.213|23|tcp|-|2.999315|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879903.025134|CVFfN21Mis9iRLUpL9|192.168.100.103|34192|156.3.160.28|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879903.045124|CvKMev2fxl07I0DFRd|192.168.100.103|36589|104.15.217.111|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879849.005576|CNz9uI17Fb4aE7zjR8|192.168.100.103|43763|8.7.228.40|5679|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879904.025067|CgqRn110PxhgKLNfNb|192.168.100.103|49034|87.111.206.14|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879904.045055|CK5qYn1YiVsj45LE09|192.168.100.103|49839|176.131.225.247|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879850.005755|C1Qa713yr3ACUNJri9|192.168.100.103|43763|74.144.120.255|26721|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879905.016005|Cnn5YZ275IbYRiclw|192.168.100.103|34270|139.57.54.239|23|tcp|-|2.999057|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879850.375819|C0kwyC47NorZVvNat8|122.152.1.198|11|192.168.100.103|0|icmp|-|-|-|-|OTH|-|-|0|-|1|56|0|0|-|Benign|-"
"1525879851.005688|CHhPev3LqzVZOySCi|192.168.100.103|43763|29.63.215.131|58861|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879906.045200|C1MVfYBg5amf9laql|192.168.100.103|38855|91.111.5.30|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879852.005370|CFS2CR2wdAvlWX0yn4|192.168.100.103|43763|77.217.131.211|15256|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879907.016120|CYlR2Y1d6yjCLByRVf|192.168.100.103|43202|38.103.171.238|8080|tcp|-|2.999065|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879852.488356|CYTRb34oQXGxDRvh25|77.217.131.211|3|192.168.100.103|3|icmp|-|-|-|-|OTH|-|-|0|-|1|68|0|0|-|Benign|-"
"1525879853.005799|CIjk7t1bOG40oFqZd8|192.168.100.103|43763|186.103.101.236|13207|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879908.025046|CQ9b1a17xfZbl1UCS3|192.168.100.103|35151|79.19.121.231|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879854.005731|CHLKuT32rZT5rvBpUf|192.168.100.103|43763|4.5.84.209|12953|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879909.016237|C6RFhT1NhlHFsOYfye|192.168.100.103|34417|19.217.46.253|8080|tcp|-|2.998806|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879855.005663|CgKwma2su9WOfNm9q4|192.168.100.103|43763|103.28.210.16|19730|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879910.016416|CeFeNz4JpcKbrwIoRd|192.168.100.103|42451|47.186.63.12|23|tcp|-|2.998812|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879910.045150|CcvozT37FMMwE0qpFb|192.168.100.103|56410|181.59.165.142|2478|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879856.005595|CipLSF2FHZDZLTNpD5|192.168.100.103|43763|72.249.243.146|8506|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879911.016349|CXox0q1Hyk8i6orJT8|192.168.100.103|36460|47.140.34.32|8080|tcp|-|2.998809|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879911.045084|CqYvOB2Qnq5VRHylw7|192.168.100.103|34192|156.3.160.28|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879857.005526|CPXdRn4K4g9k2BnfI5|192.168.100.103|43763|44.33.86.114|48857|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879912.016781|CCJVTSvvwqs3uWtr|192.168.100.103|40166|159.183.195.153|8080|tcp|-|2.998315|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879912.025036|Cf6mA34bneokFdkFib|192.168.100.103|34270|139.57.54.239|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879912.045023|COmpkE4D0HJL9226Lf|192.168.100.103|49034|87.111.206.14|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879858.005460|C5vTpn1MUMUah1Uvt2|192.168.100.103|43763|92.223.120.211|31497|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879859.005389|Cg6efI2DnHYwvkNSN9|192.168.100.103|43763|230.186.13.205|60879|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879914.025143|C5R9Gi3eApp2TJHpUe|192.168.100.103|43202|38.103.171.238|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879860.005573|CKJ2yx2kxGcSNtNK23|192.168.100.103|43763|205.92.92.75|62538|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879915.016080|Coe3fX1qDCXPJlOmH6|192.168.100.103|42830|111.92.128.54|8080|tcp|-|2.999060|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879861.005261|CniYbaljMirP2TkMd|192.168.100.103|43763|235.243.204.44|27885|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879916.016515|CxWSaX1BdkFLj26yEd|192.168.100.103|49192|61.215.126.36|23|tcp|-|2.998556|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879916.025009|CuhcoW2smaqZnde6Ya|192.168.100.103|34417|19.217.46.253|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879916.045247|CdyRqq4yL902uNkSE6|192.168.100.103|35151|79.19.121.231|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879862.005433|C8LiKu41ORUvlG0zng|192.168.100.103|43763|8.0.137.226|47246|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879917.016445|CKgffR2u7FCajvawwf|192.168.100.103|44147|88.25.208.145|8080|tcp|-|2.998817|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879917.025191|CAxmJS2VRriQBuhJMk|192.168.100.103|42451|47.186.63.12|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879863.005124|CXJ0d620vHfbrJBF5e|192.168.100.103|43763|243.85.202.144|7208|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879918.016378|C4coCY29lAynaNtBba|192.168.100.103|53599|196.4.130.35|2323|tcp|-|2.998808|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879918.025124|CAu6fn2vl45dHUDc1e|192.168.100.103|36460|47.140.34.32|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879864.005548|C3BNBp30h9HQ8opTq3|192.168.100.103|43763|96.95.176.123|52802|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879919.025057|Cj3z9m3tcVDXnw2IOb|192.168.100.103|40166|159.183.195.153|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879865.005479|Cyl7Rw1og3BLHFrzl|192.168.100.103|43763|16.231.54.44|36181|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879920.015995|CtNk1n1MLPc7bTU5v9|192.168.100.103|50039|208.98.38.74|2323|tcp|-|2.999058|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879920.045228|COetCI3sZT16TZqO01|192.168.100.103|34270|139.57.54.239|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879866.005660|CSyJRAYI3boHw2Df5|192.168.100.103|43763|230.49.107.32|15425|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879921.016427|CpdhI62kybwy2tnp1l|192.168.100.103|40983|83.173.41.5|56742|tcp|-|2.998808|0|0|S0|-|-|0|S|3|180|0|0|-|Benign|-"
"1525879867.005341|C0knUOhAWZnApIhVl|192.168.100.103|43763|124.209.133.112|61848|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879922.025105|CYgqrA3LnFRCRAhxFe|192.168.100.103|42830|111.92.128.54|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879922.045094|CYOL48wBvy9t9dIah|192.168.100.103|43202|38.103.171.238|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879867.860615|Cq5lXlLlAHSwxtFDd|192.168.100.103|123|89.221.214.130|123|udp|-|0.003737|48|48|SF|-|-|0|Dd|1|76|1|76|-|Benign|-"
"1525879868.005521|Cz810P2wbW07mOGeK2|192.168.100.103|43763|182.38.96.176|23495|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879923.016293|C6K0nG3tK4DKucB1Zd|192.168.100.103|47863|204.99.190.99|8080|tcp|-|2.998817|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879923.025038|CJ03p336NnIGh5AwCj|192.168.100.103|49192|61.215.126.36|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879868.410809|C37YVX39MI9decg3Uh|182.38.96.176|3|192.168.100.103|3|icmp|-|-|-|-|OTH|-|-|0|-|1|68|0|0|-|Benign|-"
"1525879869.005215|CapD4fveAUwtSgvf5|192.168.100.103|43763|162.36.47.20|25523|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879924.025224|CS7PFCPWFh8j5fhq6|192.168.100.103|44147|88.25.208.145|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879924.045210|C9LIEt16RKv0C59Y3h|192.168.100.103|34417|19.217.46.253|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879870.005387|C6fUhG3Zg77y6n8J9c|192.168.100.103|43763|134.159.7.217|46232|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879925.025156|Cyr4Cj3olKJKn6FQmb|192.168.100.103|53599|196.4.130.35|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879925.045142|Cp5gLX2ccHhL1Ez5bd|192.168.100.103|42451|47.186.63.12|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879871.005076|CwYEEw3woQFzvWl73k|192.168.100.103|43763|236.43.172.44|62754|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879926.045077|CdFEJQ26eVJhiv4tZd|192.168.100.103|36460|47.140.34.32|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879872.005500|CdkNzs1Cg4vDPw8Pn2|192.168.100.103|43763|89.32.56.59|36512|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879927.016026|Cnwib229F0Du4CG2O5|192.168.100.103|56024|114.252.229.189|23|tcp|-|2.999058|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879927.025270|CUJmqL1Jn8wMCf94Ce|192.168.100.103|50039|208.98.38.74|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879927.045259|Cggpv33Kf8y4WSjEH9|192.168.100.103|40166|159.183.195.153|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879873.005192|CmuAmbiey2eR6tyJk|192.168.100.103|43763|125.231.228.190|65473|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879928.016457|COK9lC4MHbdKtthFX2|192.168.100.103|39423|35.215.170.178|23|tcp|-|2.998819|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879928.025205|CMSWAa3PG0teJIiir8|192.168.100.103|40983|83.173.41.5|56742|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879874.005614|C6oSWYh57VXxXPUX1|192.168.100.103|43763|130.191.57.246|47968|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879929.016390|C2OLBF2arR02ab5yu4|192.168.100.103|46566|199.120.207.219|8080|tcp|-|2.998811|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879875.005305|CQv5Er4zmLEnGPkPN5|192.168.100.103|43763|246.69.40.229|38839|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879930.025069|C8mgar2w3qL83udgS|192.168.100.103|47863|204.99.190.99|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879930.045308|CNkWFk1HfxhoK7AYZk|192.168.100.103|42830|111.92.128.54|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879875.860578|CkahTOvIjNQqTYezk|192.168.100.103|123|37.187.104.44|123|udp|-|0.026467|48|48|SF|-|-|0|Dd|1|76|1|76|-|Benign|-"
"1525879876.005729|CFtj8p3u8r47UIO4C7|192.168.100.103|43763|88.7.40.103|9530|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879931.045257|C2VsIW1A1Q1Iw2AlQ8|192.168.100.103|49192|61.215.126.36|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879877.005430|CgSDva4QFm5yI0RAD4|192.168.100.103|43763|95.140.168.201|23874|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879932.045175|CSka9O3tFKl3zRC8o5|192.168.100.103|44147|88.25.208.145|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879878.005592|Ckx18I10vyLlCaoA1|192.168.100.103|43763|207.8.76.106|20607|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879933.016127|CqYlc536KnLmr7zvT8|192.168.100.103|44995|128.122.212.247|23|tcp|-|2.999056|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879933.045108|CIjyGB4EpKIxcKCjW1|192.168.100.103|53599|196.4.130.35|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879879.005524|CXEYCS3ZvL9h6L2Mea|192.168.100.103|43763|156.217.159.193|38865|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879934.025062|CUybd31emQj4IrEWu1|192.168.100.103|56024|114.252.229.189|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879880.015699|Cb1MeF3UyYL98Bhv6g|192.168.100.103|43763|32.65.183.93|2656|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879935.025236|CvJUpy4tNqVlU9XTqi|192.168.100.103|39423|35.215.170.178|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879935.045224|CKU0dD1W9zmUGKi8Cj|192.168.100.103|50039|208.98.38.74|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879881.015381|Cvaz4T3sIn7Ap2lAvk|192.168.100.103|43763|152.183.33.224|13171|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879936.025167|CM9CV1II6g26Gnku3|192.168.100.103|46566|199.120.207.219|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879936.045157|C7SugT2Mqof13Eu9D|192.168.100.103|40983|83.173.41.5|56742|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879882.015315|C3Koch1iZ40zzQvy09|192.168.100.103|43763|44.184.9.249|54740|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879937.015860|CycyxO1ecyEzlG0Ud7|192.168.100.103|38459|77.116.81.80|23|tcp|-|2.999298|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879883.015496|C9CPID1PE19RMdqcWg|192.168.100.103|43763|51.136.16.96|64068|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879938.045288|C5uBBG3x68lbr6oRa9|192.168.100.103|47863|204.99.190.99|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879884.015677|CrwKrD3GKJ14fnz6mh|192.168.100.103|43763|46.217.119.21|60652|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879939.015974|CJhNu6DIW0yK7WIv1|192.168.100.103|52584|34.66.121.234|23|tcp|-|2.999319|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879885.015858|CXBf4J1osjHznrS981|192.168.100.103|43763|26.69.92.3|30462|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879940.025152|CnkRE54ZGfRMnxcDJ2|192.168.100.103|44995|128.122.212.247|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879886.016041|CVWYRq2FVSnnj1cFQl|192.168.100.103|43763|84.233.162.142|60250|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879941.016090|CqdXk73Eju3tYZSebd|192.168.100.103|54094|61.84.182.125|9527|tcp|-|0.304093|0|0|REJ|-|-|0|Sr|1|60|1|40|-|Malicious|PartOfAHorizontalPortScan"
"1525879887.015723|CSNJKk2mYjDPqQhWf6|192.168.100.103|43763|192.232.220.245|52870|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879942.016522|C9dQQF1QKb5YWrAbX1|192.168.100.103|60399|157.144.254.250|23|tcp|-|2.998811|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879942.045260|C9HnbR2tGUGYMhijZ1|192.168.100.103|56024|114.252.229.189|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879887.209620|CdGA8aD2ARUZSS5Wg|192.232.220.245|3|192.168.100.103|3|icmp|-|-|-|-|OTH|-|-|0|-|1|68|0|0|-|Benign|-"
"1525879888.015406|C5rJooVC9GLIcPJxd|192.168.100.103|43763|154.26.62.201|41779|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879943.016205|CFAy9Ghydiz9VMy2l|192.168.100.103|44197|179.136.14.249|27816|tcp|-|2.999077|0|0|S0|-|-|0|S|3|180|0|0|-|Benign|-"
"1525879943.045190|CgeyRX2crv0YWBatBk|192.168.100.103|39423|35.215.170.178|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879889.015586|CQ82FQ3ZZ5FttjQAZe|192.168.100.103|43763|147.194.16.244|48984|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879944.016388|C5CeS2BRJmxICW6Sf|192.168.100.103|54464|17.242.163.63|2323|tcp|-|2.998810|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879944.025134|CFYVfp37q8LwJNrEgc|192.168.100.103|38459|77.116.81.80|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879944.045373|CuVTsq3qGbs35NMBZ4|192.168.100.103|46566|199.120.207.219|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879890.015520|CTevPy1rp3fhSxs31h|192.168.100.103|43763|83.201.23.245|39860|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879945.016572|CAdO5b3qUt1zyuk2Ei|192.168.100.103|42499|203.64.3.172|9527|tcp|-|2.998815|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879891.015453|CqKEiw1fo0sLctRCX1|192.168.100.103|43763|214.60.192.205|39422|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879946.025267|Cu0ezT2si0RfWsjCzb|192.168.100.103|52584|34.66.121.234|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879892.015633|CCUmMK3zuSfy3EHNSa|192.168.100.103|43763|52.2.44.111|12145|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879947.016438|CMY5Pn2LXFbgJTmzz2|192.168.100.103|40296|112.94.85.92|2323|tcp|-|2.998811|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879893.015326|Cm7FZ94I0LXo1nPYzb|192.168.100.103|43763|140.21.89.110|24832|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879948.016621|CgjaozyVHYZyoVXB3|192.168.100.103|46158|67.123.95.59|23|tcp|-|2.998560|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879948.045355|CWlmiA44IISYWO1KBf|192.168.100.103|44995|128.122.212.247|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879894.015750|COgGzP1mO8OgeTv5Ak|192.168.100.103|43763|87.101.94.35|44154|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879949.016305|COWVXovXqIDpHGW6b|192.168.100.103|60633|105.177.144.225|23|tcp|-|2.999060|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879949.025303|C3nDFC227VySv9MIA|192.168.100.103|60399|157.144.254.250|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879895.015442|C1O6wb1ArdEtyWqw08|192.168.100.103|43763|249.231.213.180|27727|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879950.016738|CHHKWTXoaQanxC52e|192.168.100.103|34062|155.46.59.201|8080|tcp|-|2.998561|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879950.025234|CVzPDSfxi5IB1djL3|192.168.100.103|44197|179.136.14.249|27816|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879896.015615|CCyjf825A04wzmwnDj|192.168.100.103|43763|34.235.5.192|52688|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879951.025167|Cvi5Jz4WC8kUGSFdne|192.168.100.103|54464|17.242.163.63|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879897.015545|Ca2xWN32UPc9pdvl95|192.168.100.103|43763|70.94.233.96|1636|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879952.016355|CTshT64HwIJSK6sVPa|192.168.100.103|45599|209.67.210.70|9527|tcp|-|2.998812|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879952.025351|CAMOqz1yQxsj3O9G8a|192.168.100.103|42499|203.64.3.172|9527|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879952.045340|Cya7bc1PAkH3UrrqDg|192.168.100.103|38459|77.116.81.80|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879898.015979|CpVD4E1E75yIXXBBqe|192.168.100.103|43763|55.150.110.125|63179|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879953.016787|Cv4PlW1tYXu2flmigb|192.168.100.103|36497|34.37.240.3|8080|tcp|-|2.998560|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879899.015661|C90rsb1qLwcC8IMDpb|192.168.100.103|43763|40.40.143.118|29947|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879954.025218|Cn9wVoxBSrXpiSSo9|192.168.100.103|40296|112.94.85.92|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879954.045206|CGTnuY1eu5tMZwiVV2|192.168.100.103|52584|34.66.121.234|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879900.015593|CVbZq01JkSLTPuWoc7|192.168.100.103|43763|180.207.214.87|13262|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
